Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly,Khoang cach toi trung tam (Km),Gia (Tỷ VND)
Hà Nội,Thanh Xuân,Khu đô thị 54 Hạ Đình,"Dự án 54 Hạ Đình, Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội.",20.993580,105.798210,90.000000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,7.009689,3.600000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Cầu Giấy,Chung cư The Nine,"The Nine, số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.040442,105.780716,146.000000,3.000000,2.000000,,,,Nam,Đông - Bắc,,Sổ đỏ/ Sổ hồng,7.776776,10.000000
Hà Nội,Tây Hồ,D’. Le Roi Soleil,"Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",21.065832,105.826508,111.000000,3.000000,3.000000,,,,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.050296,12.210000
Hà Nội,Tây Hồ,D’. El Dorado,"Dự án D’. El Dorado, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội",21.073904,105.799980,45.000000,1.000000,1.000000,,,,,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.569824,3.600000
Hà Nội,Nam Từ Liêm,C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",20.990812,105.783913,110.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,"Đầy đủ - Full nội thất, chỉ cần xách đồ tới ở.",Sổ đỏ/ Sổ hồng.,8.437409,4.100000
Hà Nội,Thanh Xuân,Imperia Garden,"Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.997276,105.802986,73.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.370075,5.000000
Hà Nội,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.008366,105.802910,117.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.803124,5.000000
Hà Nội,Cầu Giấy,Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.031178,105.789398,158.000000,3.000000,3.000000,,,,Tây - Bắc,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.767936,7.400000
Hà Nội,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Đường Lê Văn Lương, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.008366,105.802910,60.000000,2.000000,1.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.803124,2.500000
Hà Nội,Thanh Xuân,Imperia Garden,"Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.997276,105.802986,93.000000,3.000000,2.000000,,,,,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.370075,5.800000
Hà Nội,Nam Từ Liêm,FLC Landmark Tower,"Dự án FLC Landmark Tower, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",21.034077,105.770355,153.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,8.762614,5.100000
Hà Nội,Cầu Giấy,A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.019056,105.787979,65.000000,2.000000,1.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.988132,3.800000
Hà Nội,Cầu Giấy,Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.037153,105.786339,125.000000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.143746,9.000000
Hà Nội,Cầu Giấy,A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.019056,105.787979,72.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.988132,4.400000
Hà Nội,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),"Dự án Star Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.024977,105.791229,158.500000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Để lại nội thất liền tường.,,6.582932,8.040000
Hà Nội,Thanh Xuân,The Legend Tower 109 Nguyễn Tuân,"Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004614,105.804077,110.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.866597,8.000000
Hà Nội,Cầu Giấy,Sky Park Residence,"Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.027246,105.786011,125.000000,3.000000,2.000000,,,,Bắc,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.115089,8.500000
Hà Nội,Cầu Giấy,A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.019056,105.787979,72.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.988132,4.400000
Hà Nội,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),"Dự án Star Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.024977,105.791229,158.500000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Để lại nội thất liền tường.,,6.582932,8.040000
Hà Nội,Thanh Xuân,The Legend Tower 109 Nguyễn Tuân,"Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004614,105.804077,110.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.866597,8.000000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Cầu Giấy,Sky Park Residence,"Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.027246,105.786011,125.000000,3.000000,2.000000,,,,Bắc,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.115089,8.500000
Hà Nội,Thanh Xuân,Handi Resco Lê Văn Lương,"Handi Resco Lê văn Lương, 35, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.003639,105.802979,98.000000,3.000000,2.000000,,,,Đông - Nam,,Đầy đủ - Đầy đủ nội thất hiện đại và sang trọng.,Sổ đỏ/ Sổ hồng.,6.017384,7.850000
Hà Nội,Nam Từ Liêm,The Garden Hills - 99 Trần Bình,"The Garden Hills - 99 Trần Bình, 99, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",21.030405,105.777030,80.000000,2.000000,2.000000,,,,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,8.049916,4.200000
Hà Nội,Cầu Giấy,The Park Home,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",21.029568,105.791878,154.000000,4.000000,3.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.504832,8.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,60.000000,2.000000,1.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,11.761398,2.150000
Hà Nội,Đống Đa,,"Đường Trần Quý Cáp, Phường Văn Chương, Đống Đa, Hà Nội",21.026038,105.839877,50.000000,2.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,1.538794,1.990000
Hà Nội,Nam Từ Liêm,Roman Plaza,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",20.984341,105.776810,101.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ/ Sổ hồng,9.437288,5.000000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Huyện Gia Lâm, Hà Nội",21.002415,105.964110,64.900000,3.000000,2.000000,,,,,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,11.761256,2.900000
Hà Nội,Cầu Giấy,Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.040442,105.780716,79.000000,2.000000,2.000000,,,,Bắc,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.776776,5.200000
Hà Nội,Thanh Xuân,GoldSeason,"GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.994772,105.806129,66.000000,2.000000,2.000000,,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng,6.259661,4.300000
Hà Nội,Cầu Giấy,Sky Park Residence,"Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.027246,105.786011,86.000000,3.000000,2.000000,,,,Bắc,Nam,Đầy đủ.,Sổ đỏ/ Sổ hồng.,7.115089,6.400000
Hà Nội,Cầu Giấy,Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.037153,105.786339,135.000000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.143746,8.600000
Hà Nội,Thanh Xuân,Imperia Garden,"Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.997276,105.802986,66.000000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.370075,4.400000
Hà Nội,Cầu Giấy,,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.011808,105.808362,78.000000,2.000000,2.000000,,,,,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.135100,3.700000
Hà Nội,Cầu Giấy,Park View City,"Park View City, số 3, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.016016,105.797173,50.000000,2.000000,1.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.112267,3.000000
Hà Nội,Cầu Giấy,Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.037153,105.786339,135.000000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.143746,8.600000
Hà Nội,Thanh Xuân,Imperia Garden,"Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.997276,105.802986,66.000000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.370075,4.400000
Hà Nội,Cầu Giấy,,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.011808,105.808362,78.000000,2.000000,2.000000,,,,,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.135100,3.700000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Cầu Giấy,Park View City,"Park View City, số 3, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.016016,105.797173,50.000000,2.000000,1.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.112267,3.000000
Hà Nội,Cầu Giấy,Chelsea Park,"Dự án Chelsea Park, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.019016,105.793205,129.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.452220,6.600000
Hà Nội,Cầu Giấy,Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.031178,105.789398,92.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Hợp đồng mua bán,6.767936,4.900000
Hà Nội,Thanh Xuân,Five Star Kim Giang,"Dự án Five Star Kim Giang, Thanh Xuân, Hà Nội",20.986000,105.812187,52.000000,2.000000,1.000000,,,,,,Đầy đủ,Hợp đồng mua bán,6.438441,0.980000
Hà Nội,Cầu Giấy,Mipec Rubik 360,"Mipec Rubik 360, 122, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.037153,105.786339,110.000000,3.000000,2.000000,,,,Bắc,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.143746,7.200000
Hà Nội,Thanh Xuân,Hà Nội Center Point,"Dự án Hà Nội Center Point, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004818,105.804672,70.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,5.801192,4.700000
Hà Nội,Thanh Xuân,Rivera Park Hà Nội,"Dự án Rivera Park Hà Nội, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999119,105.808441,103.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.784652,6.800000
Hà Nội,Cầu Giấy,Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.040442,105.780716,120.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.776776,8.000000
Hà Nội,Cầu Giấy,The Park Home,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",21.029568,105.791878,81.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.504832,5.500000
Hà Nội,Hà Đông,Tòa Tháp Thiên Niên Kỷ - Hatay Millennium,"Dự án Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Yết Kiêu, Hà Đông, Hà Nội",20.973320,105.778282,106.000000,3.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,10.002115,5.500000
Hà Nội,Nam Từ Liêm,Tây Hà Tower,"Dự án Tây Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",20.996281,105.793251,125.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ/ Sổ hồng.,7.294208,5.000000
Hà Nội,Hà Đông,Xuân Mai Complex,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",20.959776,105.741882,48.000000,2.000000,1.000000,,,,,,"Nội thất gồm: 02 Điều hòa. Bếp, hút mùi. - Tủ bếp, trần thạch cao, thiết bị vệ sinh, hệ thống đèn điện,...",Sổ đỏ/ Sổ hồng,13.960193,2.140000
Hà Nội,Nam Từ Liêm,C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",20.990812,105.783913,134.000000,3.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,8.437409,5.000000
Hà Nội,Thanh Xuân,Hà Nội Center Point,"Hà Nội Center Point, 27, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004818,105.804670,70.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,5.801398,4.000000
Hà Nội,Thanh Xuân,Hà Nội Center Point,"Hà Nội Center Point, 27, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004818,105.804670,70.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,5.801398,4.000000
Hà Nội,Hoàng Mai,HH3 Linh Đàm,"Dự án HH3 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.963598,105.828033,46.000000,2.000000,1.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Hợp đồng mua bán,7.693673,1.656000
