Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Mê Linh,HUD Me Linh Central,"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",21.211374282836914,105.71751403808594,8400000000.0,120,4,3,3,,,,,,
Hà Nội,Hà Đông,Khu đô thị Geleximco - Lê Trọng Tấn,"Dự án Khu đô thị Geleximco - Lê Trọng Tấn, Quận Hà Đông, Hà Nội",20.97924,105.74178,25000000000.0,172,,,,13.5,8.0,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,Khu đô thị mới Dương Nội,"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",20.9810199737549,105.754898071289,28050000000.0,170,,,,,,,,,
Hà Nội,Gia Lâm,Eurowindow Twin Parks,"Dự án Eurowindow Twin Parks, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.00783920288086,105.93767547607422,13500000000.0,75,6,6,5,13.0,5.0,Đông - Bắc,Đông - Bắc,,Đang chờ sổ
Hà Nội,Hai Bà Trưng,,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",21.0029863,105.865675,25800000000.0,80,,,,10.0,6.1,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.072135925293,105.810997009277,53100000000.0,180,5,4,3,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phường Ngã Tư Sở, Đống Đa, Hà Nội",21.004655533394097,105.82203377263177,10000000000.0,60,,,,,,,,,
Hà Nội,Tây Hồ,,"Số nhà 12 ngách 10/199, ngõ 199, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",21.0427171,105.8241613,14500000000.0,58,,,7,,,,,,
Hà Nội,Cầu Giấy,,"Nhà 37 ngách 53, ngõ 68, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",21.0347606,105.7945499,12500000000.0,53,,,,,,,,Đẩy đủ,Sổ đỏ chính chủ
Hà Nội,Long Biên,Vinhomes The Harmony,"Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội",21.04736328125,105.90567016601562,65000000000.0,170,,,,,,Đông - Nam,,Full nội thất.,
Hà Nội,Long Biên,Vinhomes The Harmony,"Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội",21.04736328125,105.90567016601562,98000000000.0,450,,,,,,,,,
Hà Nội,Mê Linh,HUD Me Linh Central,"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",21.2113742828369,105.717514038086,10000000000.0,250,,,,,,,,,
Hà Nội,Nam Từ Liêm,,"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.9886368,105.7710541,5680000000.0,45,7,8,5,3.0,4.0,Nam,Nam,,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,,"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",20.9592584,105.7857359,4050000000.0,32,3,3,5,3.0,4.0,Tây - Nam,Tây - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Cầu Giấy,Khu đô thị mới Cầu Giấy,"KĐT mới Cầu Giấy, số 7 ngõ 76, Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",21.024765014648438,105.7857666015625,67000000000.0,"126,8",20,20,6,12.0,8.0,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,15700000000.0,44,4,3,3,18.0,3.5,Tây,Tây,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Tây Hồ,,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",21.0695076,105.8378366,7300000000.0,50,4,4,4,2.5,4.0,,,"Đầy đủ nội thất cao cấp gồm có 2 điều hòa, bếp từ, hút mùi, nóng lạnh, Sofa giường tủ mới chính hãng tặng lại toàn bộ.",Sổ đỏ/ Sổ hồng
Hà Nội,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",21.0596752166748,105.804077148438,90400000000.0,226,,,,,,,,,
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002414703369141,105.964111328125,26000000000.0,150,5,3,4,17.0,9.0,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Hai Bà Trưng,,"Phố Trần Xuân Soạn, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",21.0168634,105.8528567,142000000000.0,"334,7",,,3,,10.3,,,,
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 02, Xã Dương Xá, Gia Lâm, Hà Nội",21.00241470336914,105.964111328125,21500000000.0,90,,,4,40.0,7.5,Tây - Bắc,Tây - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.00241470336914,105.964111328125,30000000000.0,150,,,4,,10.0,,,,
Hà Nội,Mê Linh,HUD Me Linh Central,"Dự án HUD Me Linh Central, Xã Thanh Lâm, Mê Linh, Hà Nội",21.2113742828369,105.717514038086,6650000000.0,104,,,,13.5,5.2,Đông - Bắc,,,Sổ đỏ sổ hồng.
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.0024147033691,105.964111328125,23000000000.0,150,,,,,5.0,Đông - Nam,,,
Hà Nội,Đống Đa,,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",21.0267424,105.8338142,62000000000.0,116,8,7,7,50.0,5.0,,,,
Hà Nội,Tây Hồ,,"Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội",21.0534309,105.8393044,24500000000.0,50,5,5,6,17.0,4.0,Tây - Nam,Tây - Nam,"Nội thất thiết bị cơ bản, thang máy.",Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Lương Khánh Thiện, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9855604,105.8510211,11300000000.0,90,,,2,3.0,4.0,Đông - Nam,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,,"Đường Nguyễn Công Trứ, Phường Phúc La, Hà Đông, Hà Nội",20.9713857,105.7849611,4400000000.0,30,3,3,4,,,,,,Sổ đỏ
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.00241470336914,105.964111328125,65000000000.0,275,,,,,,,,,Sổ đỏ
Hà Nội,Chương Mỹ,,"Xã Thụy Hương, Chương Mỹ, Hà Nội",20.9084247919334740,105.7148775990897900,1600000000.0,30,3,3,3,6.0,4.0,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Hoài Đức,An Lạc Green Symphony,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",21.03314971923828,105.73218536376953,15500000000.0,80,6,6,5,30.0,5.0,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",20.987038,105.8518791,36970000000.0,"220,8",,,,,,,,,
Hà Nội,Chương Mỹ,,"Đường 6, Xã Phụng Châu, Chương Mỹ, Hà Nội",20.9307918,105.7173037,1850000000.0,30,3,3,3,2.0,3.0,Tây - Nam,Tây - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.00241470336914,105.964111328125,25000000000.0,150,3,3,4,,8.5,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoài Đức,Khu đô thị Nam An Khánh,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội",21.002010345458984,105.70750427246094,27500000000.0,250,,,4,40.0,7.0,,,Không nội thất,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phường Long Biên, Long Biên, Hà Nội",21.0239927392074,105.891458665816,7600000000.0,68,,,,,,,,,
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",20.998075485229492,105.75171661376953,20000000000.0,96,,,,,,,,,Hợp đồng mua bán
Hà Nội,Đông Anh,,"Đường Lý Nhân, Thôn Lý Nhân, Xã Dục Tú, Đông Anh, Hà Nội",21.1153263,105.8975684,2300000000.0,45,2,2,2,2.3,4.5,Đông - Bắc,Đông - Bắc,,Sổ đỏ/ Sổ hồng
Hà Nội,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.072135925293,105.810997009277,52200000000.0,180,5,6,3,30.0,12.0,Tây - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Đan Phượng,,"Xã Song Phượng, Đan Phượng, Hà Nội",21.076131443079746,105.66353637121432,6000000000.0,200,,,,13.0,7.0,,,,Hợp đồng mua bán
Hà Nội,Hà Đông,Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",20.9624671936035,105.792366027832,17500000000.0,70,6,5,5,15.5,5.0,,,Đầy đủ,Sổ đỏ
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Bắc Từ Liêm,Jade Square,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",21.073970794677734,105.7908706665039,35100000000.0,150,6,6,4,18.0,10.0,Tây - Nam,Tây - Nam,Cơ bản,Hợp đồng mua bán
Hà Nội,Hoàng Mai,Khu đô thị mới Linh Đàm,"Dự án KĐT Linh Đàm, Phường Đại Kim, Hoàng Mai, Hà Nội",20.97145652771,105.828170776367,37000000000.0,231,,,4,,13.5,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,An Quý Villa - KĐT Dương Nội,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",20.980504989624023,105.75494384765625,35500000000.0,180,,,,,,,,,
Hà Nội,Bắc Từ Liêm,Jade Square,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",21.0739707946777,105.790870666504,32760000000.0,156,,,,17.5,,Bắc,,,
Hà Nội,Hà Đông,An Quý Villa - KĐT Dương Nội,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",20.980504989624,105.754943847656,70280000000.0,233,4,3,3,32.0,12.0,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
Hà Nội,Hai Bà Trưng,,"Số 8 ngõ 622/107, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,5900000000.0,38,,,5,,,,,,Sổ đỏ
Hà Nội,Chương Mỹ,,"Đường 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",20.915303135269,105.714255036523,1600000000.0,"30,4",,,3,,4.0,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Bắc Từ Liêm,Jade Square,"Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",21.0739707946777,105.790870666504,23200000000.0,116,7,7,5,15.5,5.8,Bắc,Bắc,,
Hà Nội,Tây Hồ,,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",21.0644876,105.8061035,20000000000.0,67,6,5,5,,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,Khu đô thị mới Văn Quán,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội",20.973962783813477,105.78907012939453,90000000000.0,225,3,3,3,12.0,29.0,Đông - Nam,Đông - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,The Manor Central Park,"Dự án The Manor Central Park, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội",20.9752922058105,105.81436920166,25000000000.0,75,6,6,5,10.0,6.0,,,Full nội thất.,
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.0024147033691,105.964111328125,12000000000.0,70,,,5,,,,,,Sổ đỏ.
Hà Nội,Hà Đông,An Quý Villa - KĐT Dương Nội,"Biệt thự Nam Cường - An Quý Villa - KĐT Dương Nội, Quận Hà Đông, Hà Nội",20.980505,105.754944,27000000000.0,170,,,,,,,,Không nội thất,Sổ đỏ/ Sổ hồng
Hà Nội,Ba Đình,,"Ngõ 463, Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",21.0378684,105.8107873,22500000000.0,120,5,4,4,6.0,5.8,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Ba Đình,,"Ngõ 463, Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",21.0378684,105.8107873,22500000000.0,120,50,4,4,6.0,5.8,,,,
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
